jobId,title,description,requirements,type,category,slug,isApplied,tags,duration,skills,vacancies,salary.amount,salary.currency,salary.frequency,preferredTime.start,preferredTime.end,location.city,location.area,employer.name,employer.contact,employer.phone,employer.owner,schedule.shifts,schedule.days
56,Call Center Executive,Handle customer calls and provide resolution for queries.,"Clear communication skills, ability to handle pressure.",Part-time,Customer Service,call-center-executive-chennai,False,"['customer service', 'customer-service']",6 months,"['organization', 'adaptability']",1,12000,INR,month,6:00 AM,12:00 PM,Chennai,T. Nagar,CallCom Services,careers@callcom.com,9988774433,Abhishek Das,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']"
57,Social Media Manager,Manage and grow the employer's social media accounts.,Experience with popular social media platforms.,Full-time,Marketing,social-media-manager-ahmedabad,False,['marketing'],N/A,"['sales', 'negotiation']",2,15000,INR,month,12:00 PM,6:00 PM,Ahmedabad,Navrangpura,SocialBuzz,jobs@socialbuzz.com,9123401234,Ritika Rao,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']"
58,Content Writer,"Write articles, blogs, and promotional content for online platforms.",Good grammar and creative writing skills.,Part-time,Content Creation,content-writer-pune,False,['content creation'],6 months,"['organization', 'adaptability']",15,10000,INR,month,6:00 PM,12:00 AM,Pune,Kothrud,WordCraft,writer@wordcraft.com,9876506677,Manoj Kumar,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']"
59,Sales Promoter,Promote products at retail stores or events.,Strong interpersonal skills and confidence in communication.,Full-time,Sales,sales-promoter-jaipur,False,['sales'],N/A,"['sales', 'negotiation']",5,11000,INR,month,12:00 AM,6:00 AM,Jaipur,Vaishali Nagar,PromoTeam,hr@promoteam.com,9123458899,Akshay Tiwari,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']"
60,Home Chef,Cook and deliver meals to customers.,Cooking skills and a hygienic approach.,Part-time,Culinary,home-chef-lucknow,False,"['culinary', 'customer-service']",6 months,"['customer service', 'problem-solving']",2,10000,INR,month,6:00 AM,12:00 PM,Lucknow,Hazratganj,HomeChef Services,careers@homechef.com,9988775544,Nidhi Goel,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']"
61,Grocery Store Assistant,"Assist customers, stock shelves, and maintain inventory at the grocery store.","Good communication skills, ability to lift light weights.",Full-time,Retail,grocery-store-assistant-mumbai,False,"['retail', 'customer-service']",N/A,"['customer service', 'problem-solving']",2,8000,INR,month,12:00 PM,6:00 PM,Mumbai,Andheri West,FreshMart Grocery,hr@freshmart.com,9876501234,Rahul Mehta,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']"
62,Medical Store Helper,"Help organize medical supplies, assist customers with basic queries.",Basic knowledge of medicines preferred.,Part-time,Healthcare,medical-store-helper-delhi,False,"['healthcare', 'customer-service']",6 months,"['customer service', 'problem-solving']",5,7500,INR,month,6:00 PM,12:00 AM,Delhi,Connaught Place,HealthCare Pharmacy,jobs@healthcarepharmacy.com,9123456789,Priya Sharma,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']"
63,Mall Retail Associate,Provide customer service and handle billing at a retail outlet in the mall.,"Customer handling skills, prior retail experience is a plus.",Full-time,Retail,mall-retail-associate-bangalore,False,"['retail', 'customer-service']",N/A,"['organization', 'adaptability']",2,10000,INR,month,12:00 AM,6:00 AM,Bangalore,Whitefield,MegaMall Pvt Ltd,careers@megamall.com,9988776655,Amit Roy,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']"
64,Tuition Teacher,Teach mathematics to high school students in evening batches.,"Proficiency in mathematics, prior teaching experience preferred.",Part-time,Education,tuition-teacher-hyderabad,False,['education'],6 months,"['communication', 'teamwork', 'time management']",10,12000,INR,month,6:00 AM,12:00 PM,Hyderabad,Banjara Hills,Smart Tuitions,teach@smarttuitions.com,9876543210,Neha Jain,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']"
65,Tailor Shop Assistant,"Assist the tailor with measurements, organizing fabric, and managing orders.",Basic knowledge of tailoring preferred.,Full-time,Tailoring,tailor-shop-assistant-kolkata,False,['tailoring'],N/A,"['communication', 'teamwork', 'time management']",1,6500,INR,month,12:00 PM,6:00 PM,Kolkata,Park Street,StitchCraft,info@stitchcraft.com,8765432190,Ravi Kapoor,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']"
66,Library Assistant,"Help in organizing books, assisting visitors, and maintaining library records.",Attention to detail and basic computer knowledge.,Part-time,Library,library-assistant-chennai,False,['library'],6 months,"['sales', 'negotiation']",1,8000,INR,month,6:00 PM,12:00 AM,Chennai,T. Nagar,City Library,jobs@citylibrary.com,9988001234,Anjali Verma,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']"
67,Delivery Executive,Deliver orders to customers in a timely manner.,Bike and valid driving license required.,Full-time,Logistics,delivery-executive-ahmedabad,False,"['logistics', 'customer-service']",N/A,"['communication', 'teamwork', 'time management']",1,15000,INR,month,12:00 AM,6:00 AM,Ahmedabad,Navrangpura,Quick Delivery,hr@quickdelivery.com,9123450000,Rajesh Gupta,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']"
68,Receptionist,"Manage front desk, assist visitors, and handle calls.",Good communication and basic computer skills.,Part-time,Hospitality,receptionist-pune,False,['hospitality'],6 months,"['sales', 'negotiation']",10,10000,INR,month,6:00 AM,12:00 PM,Pune,Kothrud,Green Office Solutions,reception@greenoffice.com,9876509988,Smita Patil,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']"
69,Event Helper,Assist in setting up and managing events.,"Flexible working hours, ability to handle physical tasks.",Full-time,Event Management,event-helper-jaipur,False,['event management'],N/A,"['communication', 'teamwork', 'time management']",2,9000,INR,month,12:00 PM,6:00 PM,Jaipur,Vaishali Nagar,EventPros,jobs@eventpros.com,9988771122,Vikram Arora,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']"
70,Pet Store Assistant,"Help in managing the store, assisting customers, and caring for pets.",Love for animals and basic customer service skills.,Part-time,Retail,pet-store-assistant-lucknow,False,"['retail', 'customer-service']",6 months,"['technical expertise', 'attention to detail']",2,7500,INR,month,6:00 PM,12:00 AM,Lucknow,Hazratganj,PetCare,careers@petcare.com,9123405678,Meera Singh,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']"
71,Cafe Waiter,"Take orders, serve food and beverages to customers at the cafe.",Friendly and attentive to customer needs.,Full-time,Hospitality,cafe-waiter-mumbai,False,"['hospitality', 'customer-service']",N/A,"['organization', 'adaptability']",1,9000,INR,month,12:00 AM,6:00 AM,Mumbai,Andheri West,Cafe Delight,jobs@cafedelight.com,9988775544,Suresh Iyer,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']"
72,Data Entry Operator,Enter data into digital systems with accuracy and speed.,Fast typing speed and basic computer skills.,Part-time,Office Work,data-entry-operator-delhi,False,['office work'],6 months,"['organization', 'adaptability']",15,12000,INR,month,6:00 AM,12:00 PM,Delhi,Connaught Place,DataWorks Pvt Ltd,hr@dataworks.com,9123451111,Deepak Yadav,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']"
73,Gym Trainer Assistant,Assist in training clients and maintaining gym equipment.,Knowledge of fitness equipment and routines preferred.,Full-time,Fitness,gym-trainer-assistant-bangalore,False,['fitness'],N/A,"['sales', 'negotiation']",10,8500,INR,month,12:00 PM,6:00 PM,Bangalore,Whitefield,FitPro Gym,trainer@fitpro.com,9876503322,Pooja Desai,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']"
74,Photography Assistant,"Assist the photographer with shoots, lighting, and equipment setup.",Basic knowledge of photography and equipment handling.,Part-time,Photography,photography-assistant-hyderabad,False,['photography'],6 months,"['communication', 'teamwork', 'time management']",2,10000,INR,month,6:00 PM,12:00 AM,Hyderabad,Banjara Hills,SnapClick Studio,info@snapclick.com,9988772233,Karan Malhotra,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']"
75,Fast Food Outlet Worker,Prepare and serve food at a fast-food outlet.,"Fast-paced work, ability to multitask.",Full-time,Hospitality,fast-food-outlet-worker-kolkata,False,['hospitality'],N/A,"['communication', 'teamwork', 'time management']",15,9500,INR,month,12:00 AM,6:00 AM,Kolkata,Park Street,FastBites,jobs@fastbites.com,9123406789,Sonal Agarwal,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']"
76,Call Center Executive,Handle customer calls and provide resolution for queries.,"Clear communication skills, ability to handle pressure.",Part-time,Customer Service,call-center-executive-chennai,False,"['customer service', 'customer-service']",6 months,"['technical expertise', 'attention to detail']",10,12000,INR,month,6:00 AM,12:00 PM,Chennai,T. Nagar,CallCom Services,careers@callcom.com,9988774433,Abhishek Das,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']"
77,Social Media Manager,Manage and grow the employer's social media accounts.,Experience with popular social media platforms.,Full-time,Marketing,social-media-manager-ahmedabad,False,['marketing'],N/A,"['customer service', 'problem-solving']",2,15000,INR,month,12:00 PM,6:00 PM,Ahmedabad,Navrangpura,SocialBuzz,jobs@socialbuzz.com,9123401234,Ritika Rao,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']"
78,Content Writer,"Write articles, blogs, and promotional content for online platforms.",Good grammar and creative writing skills.,Part-time,Content Creation,content-writer-pune,False,['content creation'],6 months,"['technical expertise', 'attention to detail']",2,10000,INR,month,6:00 PM,12:00 AM,Pune,Kothrud,WordCraft,writer@wordcraft.com,9876506677,Manoj Kumar,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']"
79,Sales Promoter,Promote products at retail stores or events.,Strong interpersonal skills and confidence in communication.,Full-time,Sales,sales-promoter-jaipur,False,['sales'],N/A,"['sales', 'negotiation']",1,11000,INR,month,12:00 AM,6:00 AM,Jaipur,Vaishali Nagar,PromoTeam,hr@promoteam.com,9123458899,Akshay Tiwari,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']"
80,Home Chef,Cook and deliver meals to customers.,Cooking skills and a hygienic approach.,Part-time,Culinary,home-chef-lucknow,False,"['culinary', 'customer-service']",6 months,"['organization', 'adaptability']",1,10000,INR,month,6:00 AM,12:00 PM,Lucknow,Hazratganj,HomeChef Services,careers@homechef.com,9988775544,Nidhi Goel,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']"
81,Grocery Store Assistant,"Assist customers, stock shelves, and maintain inventory at the grocery store.","Good communication skills, ability to lift light weights.",Full-time,Retail,grocery-store-assistant-mumbai,False,"['retail', 'customer-service']",N/A,"['customer service', 'problem-solving']",15,8000,INR,month,12:00 PM,6:00 PM,Mumbai,Andheri West,FreshMart Grocery,hr@freshmart.com,9876501234,Rahul Mehta,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']"
82,Medical Store Helper,"Help organize medical supplies, assist customers with basic queries.",Basic knowledge of medicines preferred.,Part-time,Healthcare,medical-store-helper-delhi,False,"['healthcare', 'customer-service']",6 months,"['sales', 'negotiation']",5,7500,INR,month,6:00 PM,12:00 AM,Delhi,Connaught Place,HealthCare Pharmacy,jobs@healthcarepharmacy.com,9123456789,Priya Sharma,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']"
83,Mall Retail Associate,Provide customer service and handle billing at a retail outlet in the mall.,"Customer handling skills, prior retail experience is a plus.",Full-time,Retail,mall-retail-associate-bangalore,False,"['retail', 'customer-service']",N/A,"['sales', 'negotiation']",5,10000,INR,month,12:00 AM,6:00 AM,Bangalore,Whitefield,MegaMall Pvt Ltd,careers@megamall.com,9988776655,Amit Roy,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']"
84,Tuition Teacher,Teach mathematics to high school students in evening batches.,"Proficiency in mathematics, prior teaching experience preferred.",Part-time,Education,tuition-teacher-hyderabad,False,['education'],6 months,"['technical expertise', 'attention to detail']",15,12000,INR,month,6:00 AM,12:00 PM,Hyderabad,Banjara Hills,Smart Tuitions,teach@smarttuitions.com,9876543210,Neha Jain,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']"
85,Tailor Shop Assistant,"Assist the tailor with measurements, organizing fabric, and managing orders.",Basic knowledge of tailoring preferred.,Full-time,Tailoring,tailor-shop-assistant-kolkata,False,['tailoring'],N/A,"['sales', 'negotiation']",2,6500,INR,month,12:00 PM,6:00 PM,Kolkata,Park Street,StitchCraft,info@stitchcraft.com,8765432190,Ravi Kapoor,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']"
86,Library Assistant,"Help in organizing books, assisting visitors, and maintaining library records.",Attention to detail and basic computer knowledge.,Part-time,Library,library-assistant-chennai,False,['library'],6 months,"['communication', 'teamwork', 'time management']",5,8000,INR,month,6:00 PM,12:00 AM,Chennai,T. Nagar,City Library,jobs@citylibrary.com,9988001234,Anjali Verma,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']"
87,Delivery Executive,Deliver orders to customers in a timely manner.,Bike and valid driving license required.,Full-time,Logistics,delivery-executive-ahmedabad,False,"['logistics', 'customer-service']",N/A,"['communication', 'teamwork', 'time management']",10,15000,INR,month,12:00 AM,6:00 AM,Ahmedabad,Navrangpura,Quick Delivery,hr@quickdelivery.com,9123450000,Rajesh Gupta,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']"
88,Receptionist,"Manage front desk, assist visitors, and handle calls.",Good communication and basic computer skills.,Part-time,Hospitality,receptionist-pune,False,['hospitality'],6 months,"['technical expertise', 'attention to detail']",10,10000,INR,month,6:00 AM,12:00 PM,Pune,Kothrud,Green Office Solutions,reception@greenoffice.com,9876509988,Smita Patil,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']"
89,Event Helper,Assist in setting up and managing events.,"Flexible working hours, ability to handle physical tasks.",Full-time,Event Management,event-helper-jaipur,False,['event management'],N/A,"['sales', 'negotiation']",2,9000,INR,month,12:00 PM,6:00 PM,Jaipur,Vaishali Nagar,EventPros,jobs@eventpros.com,9988771122,Vikram Arora,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']"
90,Pet Store Assistant,"Help in managing the store, assisting customers, and caring for pets.",Love for animals and basic customer service skills.,Part-time,Retail,pet-store-assistant-lucknow,False,"['retail', 'customer-service']",6 months,"['sales', 'negotiation']",5,7500,INR,month,6:00 PM,12:00 AM,Lucknow,Hazratganj,PetCare,careers@petcare.com,9123405678,Meera Singh,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']"
91,Cafe Waiter,"Take orders, serve food and beverages to customers at the cafe.",Friendly and attentive to customer needs.,Full-time,Hospitality,cafe-waiter-mumbai,False,"['hospitality', 'customer-service']",N/A,"['communication', 'teamwork', 'time management']",1,9000,INR,month,12:00 AM,6:00 AM,Mumbai,Andheri West,Cafe Delight,jobs@cafedelight.com,9988775544,Suresh Iyer,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']"
92,Data Entry Operator,Enter data into digital systems with accuracy and speed.,Fast typing speed and basic computer skills.,Part-time,Office Work,data-entry-operator-delhi,False,['office work'],6 months,"['sales', 'negotiation']",15,12000,INR,month,6:00 AM,12:00 PM,Delhi,Connaught Place,DataWorks Pvt Ltd,hr@dataworks.com,9123451111,Deepak Yadav,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']"
93,Gym Trainer Assistant,Assist in training clients and maintaining gym equipment.,Knowledge of fitness equipment and routines preferred.,Full-time,Fitness,gym-trainer-assistant-bangalore,False,['fitness'],N/A,"['sales', 'negotiation']",15,8500,INR,month,12:00 PM,6:00 PM,Bangalore,Whitefield,FitPro Gym,trainer@fitpro.com,9876503322,Pooja Desai,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']"
94,Photography Assistant,"Assist the photographer with shoots, lighting, and equipment setup.",Basic knowledge of photography and equipment handling.,Part-time,Photography,photography-assistant-hyderabad,False,['photography'],6 months,"['technical expertise', 'attention to detail']",1,10000,INR,month,6:00 PM,12:00 AM,Hyderabad,Banjara Hills,SnapClick Studio,info@snapclick.com,9988772233,Karan Malhotra,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']"
95,Fast Food Outlet Worker,Prepare and serve food at a fast-food outlet.,"Fast-paced work, ability to multitask.",Full-time,Hospitality,fast-food-outlet-worker-kolkata,False,['hospitality'],N/A,"['organization', 'adaptability']",15,9500,INR,month,12:00 AM,6:00 AM,Kolkata,Park Street,FastBites,jobs@fastbites.com,9123406789,Sonal Agarwal,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']"
96,Call Center Executive,Handle customer calls and provide resolution for queries.,"Clear communication skills, ability to handle pressure.",Part-time,Customer Service,call-center-executive-chennai,False,"['customer service', 'customer-service']",6 months,"['organization', 'adaptability']",2,12000,INR,month,6:00 AM,12:00 PM,Chennai,T. Nagar,CallCom Services,careers@callcom.com,9988774433,Abhishek Das,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']"
97,Social Media Manager,Manage and grow the employer's social media accounts.,Experience with popular social media platforms.,Full-time,Marketing,social-media-manager-ahmedabad,False,['marketing'],N/A,"['sales', 'negotiation']",1,15000,INR,month,12:00 PM,6:00 PM,Ahmedabad,Navrangpura,SocialBuzz,jobs@socialbuzz.com,9123401234,Ritika Rao,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']"
98,Content Writer,"Write articles, blogs, and promotional content for online platforms.",Good grammar and creative writing skills.,Part-time,Content Creation,content-writer-pune,False,['content creation'],6 months,"['sales', 'negotiation']",1,10000,INR,month,6:00 PM,12:00 AM,Pune,Kothrud,WordCraft,writer@wordcraft.com,9876506677,Manoj Kumar,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']"
99,Sales Promoter,Promote products at retail stores or events.,Strong interpersonal skills and confidence in communication.,Full-time,Sales,sales-promoter-jaipur,False,['sales'],N/A,"['sales', 'negotiation']",10,11000,INR,month,12:00 AM,6:00 AM,Jaipur,Vaishali Nagar,PromoTeam,hr@promoteam.com,9123458899,Akshay Tiwari,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']"
100,Home Chef,Cook and deliver meals to customers.,Cooking skills and a hygienic approach.,Part-time,Culinary,home-chef-lucknow,False,"['culinary', 'customer-service']",6 months,"['communication', 'teamwork', 'time management']",1,10000,INR,month,6:00 AM,12:00 PM,Lucknow,Hazratganj,HomeChef Services,careers@homechef.com,9988775544,Nidhi Goel,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']"
